RelativeTo	RelativePos	X	Y	Z	RelativeVel	ApoapsisHeight	PeriapsisHeight	CurrentDistance	StartTheta	StartPhi	currentTheta	currentPhi	maxDistanceAngleTheta	maxDistanceAnglePhi	minDistanceAngleTheta	minDistanceAnglePhi	period	spin	lastPos	lastPhi	periodSum
saturn	(9.32838800, -0.27481410, 0.77817120)	9.328388	-0.2748141	0.7781712	(0.0, 0.0, 0.2)	9.364816	9.353255	9.364816	-0.03357643	-0.2707801	-0.02935151	0.08311598	-0.02935151	0.08311598	-0.03357436	-0.2704459	0.02	0	0	0.08311598	63.60126
saturn	(9.32791100, -0.27470640, 0.78438750)	9.327911	-0.2747064	0.7843875	(0.0, 0.0, 0.2)	9.364858	9.353255	9.364858	-0.03357643	-0.2707801	-0.02933988	0.08378199	-0.02933988	0.08378199	-0.03357436	-0.2704459	0.02	0	0	0.08378199	63.72127
saturn	(9.32751200, -0.27461660, 0.78956750)	9.327512	-0.2746166	0.7895675	(0.0, 0.0, 0.2)	9.364892	9.353255	9.364892	-0.03357643	-0.2707801	-0.02933018	0.08433699	-0.02933018	0.08433699	-0.03357436	-0.2704459	0.02	0	0	0.08433699	63.82127
saturn	(9.32710900, -0.27452680, 0.79474720)	9.327109	-0.2745268	0.7947472	(0.0, 0.0, 0.2)	9.364924	9.353255	9.364924	-0.03357643	-0.2707801	-0.02932048	0.08489199	-0.02932048	0.08489199	-0.03357436	-0.2704459	0.02	0	0	0.08489199	63.92127
saturn	(9.32662200, -0.27441880, 0.80096260)	9.326622	-0.2744188	0.8009626	(0.0, 0.0, 0.2)	9.364966	9.353255	9.364966	-0.03357643	-0.2707801	-0.02930882	0.08555797	-0.02930882	0.08555797	-0.03357436	-0.2704459	0.02	0	0	0.08555797	64.04127
saturn	(9.32621300, -0.27432870, 0.80614170)	9.326213	-0.2743287	0.8061417	(0.0, 0.0, 0.2)	9.365001	9.353255	9.365001	-0.03357643	-0.2707801	-0.02929909	0.08611295	-0.02929909	0.08611295	-0.03357436	-0.2704459	0.02	0	0	0.08611295	64.14125
saturn	(9.32571900, -0.27422060, 0.81235640)	9.325719	-0.2742206	0.8123564	(0.0, 0.0, 0.2)	9.365043	9.353255	9.365043	-0.03357643	-0.2707801	-0.02928741	0.08677892	-0.02928741	0.08677892	-0.03357436	-0.2704459	0.02	0	0	0.08677892	64.26123
saturn	(9.32530300, -0.27413030, 0.81753490)	9.325303	-0.2741303	0.8175349	(0.0, 0.0, 0.2)	9.365076	9.353255	9.365076	-0.03357643	-0.2707801	-0.02927766	0.0873339	-0.02927766	0.0873339	-0.03357436	-0.2704459	0.02	0	0	0.0873339	64.36121
saturn	(9.32480100, -0.27402190, 0.82374890)	9.324801	-0.2740219	0.8237489	(0.0, 0.0, 0.2)	9.365118	9.353255	9.365118	-0.03357643	-0.2707801	-0.02926595	0.08799985	-0.02926595	0.08799985	-0.03357436	-0.2704459	0.02	0	0	0.08799985	64.48119
saturn	(9.32438000, -0.27393150, 0.82892700)	9.32438	-0.2739315	0.828927	(0.0, 0.0, 0.2)	9.365151	9.353255	9.365151	-0.03357643	-0.2707801	-0.02925619	0.08855483	-0.02925619	0.08855483	-0.03357436	-0.2704459	0.02	0	0	0.08855483	64.58118
